symbol,code,date,type,bonus,allotment
bj920086.BJ,920086.BJ,2026-06-01,1,5.0,0.0
bj920091.BJ,920091.BJ,2026-06-01,1,3.2,0.0
bj920163.BJ,920163.BJ,2026-06-01,1,1.0,0.0
bj920961.BJ,920961.BJ,2026-06-01,1,0.3,0.0
sh600857.SH,600857.SH,2026-06-01,1,0.45,0.0
sh601678.SH,601678.SH,2026-06-01,1,0.4,0.0
sh603004.SH,603004.SH,2026-06-01,1,2.0,0.0
sh603014.SH,603014.SH,2026-06-01,1,3.61,0.0
sh603019.SH,603019.SH,2026-06-01,1,3.8,0.0
sh603105.SH,603105.SH,2026-06-01,1,2.0,0.0
sh603136.SH,603136.SH,2026-06-01,1,2.0,0.0
sh603236.SH,603236.SH,2026-06-01,1,3.8,0.0
sh603238.SH,603238.SH,2026-06-01,1,3.0,0.0
sh603239.SH,603239.SH,2026-06-01,1,3.0,0.0
sh603279.SH,603279.SH,2026-06-01,1,3.0,0.0
sh603283.SH,603283.SH,2026-06-01,1,5.4,0.0
sh603650.SH,603650.SH,2026-06-01,1,5.0,0.0
sh603658.SH,603658.SH,2026-06-01,1,13.1,0.0
sh603737.SH,603737.SH,2026-06-01,1,0.68,0.0
sh603786.SH,603786.SH,2026-06-01,1,6.2,0.0
sh605001.SH,605001.SH,2026-06-01,1,1.0,0.0
sh688028.SH,688028.SH,2026-06-01,1,1.3,0.0
sh688109.SH,688109.SH,2026-06-01,1,2.5,0.0
sh688392.SH,688392.SH,2026-06-01,1,2.0,0.0
sh688522.SH,688522.SH,2026-06-01,1,0.6,0.0
sh688578.SH,688578.SH,2026-06-01,1,6.0,0.0
sh688606.SH,688606.SH,2026-06-01,1,10.0,0.0
sh688708.SH,688708.SH,2026-06-01,1,5.0,0.0
sh688767.SH,688767.SH,2026-06-01,1,7.0,0.0
sz000751.SZ,000751.SZ,2026-06-01,1,0.1,0.0
sz002043.SZ,002043.SZ,2026-06-01,1,3.12,0.0
sz002215.SZ,002215.SZ,2026-06-01,1,3.0,0.0
sz002232.SZ,002232.SZ,2026-06-01,1,0.24,0.0
sz002409.SZ,002409.SZ,2026-06-01,1,3.1,0.0
sz002451.SZ,002451.SZ,2026-06-01,1,0.1,0.0
sz002493.SZ,002493.SZ,2026-06-01,1,1.0,0.0
sz002521.SZ,002521.SZ,2026-06-01,1,1.7,0.0
sz002558.SZ,002558.SZ,2026-06-01,1,1.9,0.0
sz002582.SZ,002582.SZ,2026-06-01,1,6.0,0.0
sz002688.SZ,002688.SZ,2026-06-01,1,1.0,0.0
sz002837.SZ,002837.SZ,2026-06-01,1,1.7,0.0
sz002885.SZ,002885.SZ,2026-06-01,1,0.35,0.0
sz002892.SZ,002892.SZ,2026-06-01,1,0.22,0.0
sz002897.SZ,002897.SZ,2026-06-01,1,5.0,0.0
sz002952.SZ,002952.SZ,2026-06-01,1,0.5,0.0
sz003012.SZ,003012.SZ,2026-06-01,1,2.5,0.0
sz003019.SZ,003019.SZ,2026-06-01,1,5.0,0.0
sz300171.SZ,300171.SZ,2026-06-01,1,0.8,0.0
sz300387.SZ,300387.SZ,2026-06-01,1,0.6,0.0
sz300412.SZ,300412.SZ,2026-06-01,1,0.58,0.0
sz300529.SZ,300529.SZ,2026-06-01,1,5.2,0.0
sz300538.SZ,300538.SZ,2026-06-01,1,0.2,0.0
sz300643.SZ,300643.SZ,2026-06-01,1,2.2,0.0
sz300679.SZ,300679.SZ,2026-06-01,1,2.38,0.0
sz300727.SZ,300727.SZ,2026-06-01,1,3.0,0.0
sz300731.SZ,300731.SZ,2026-06-01,1,0.4,0.0
sz300735.SZ,300735.SZ,2026-06-01,1,2.5,0.0
sz300752.SZ,300752.SZ,2026-06-01,1,0.99,0.0
sz300975.SZ,300975.SZ,2026-06-01,1,0.66,0.0
sz300976.SZ,300976.SZ,2026-06-01,1,7.0,0.0
sz301015.SZ,301015.SZ,2026-06-01,1,5.71,0.0
sz301032.SZ,301032.SZ,2026-06-01,1,1.3,0.0
sz301033.SZ,301033.SZ,2026-06-01,1,7.0,0.0
sz301035.SZ,301035.SZ,2026-06-01,1,12.0,0.0
sz301053.SZ,301053.SZ,2026-06-01,1,1.0,0.0
sz301057.SZ,301057.SZ,2026-06-01,1,2.0,0.0
sz301088.SZ,301088.SZ,2026-06-01,1,5.27,0.0
sz301106.SZ,301106.SZ,2026-06-01,1,3.5,0.0
sz301130.SZ,301130.SZ,2026-06-01,1,1.45,0.0
sz301166.SZ,301166.SZ,2026-06-01,1,6.0,0.0
sz301167.SZ,301167.SZ,2026-06-01,1,0.9,0.0
sz301187.SZ,301187.SZ,2026-06-01,1,2.0,0.0
sz301215.SZ,301215.SZ,2026-06-01,1,0.61,0.0
sz301234.SZ,301234.SZ,2026-06-01,1,2.0,0.0
sz301263.SZ,301263.SZ,2026-06-01,1,0.5,0.0
sz301269.SZ,301269.SZ,2026-06-01,1,1.5,0.0
sz301365.SZ,301365.SZ,2026-06-01,1,3.3,0.0
sz301489.SZ,301489.SZ,2026-06-01,1,1.5,0.0
sz301566.SZ,301566.SZ,2026-06-01,1,0.3,0.0
sz301584.SZ,301584.SZ,2026-06-01,1,2.0,0.0
sz301631.SZ,301631.SZ,2026-06-01,1,10.0,0.0
sz301680.SZ,301680.SZ,2026-06-01,1,4.5,0.0
bj920010.BJ,920010.BJ,2026-06-02,1,0.3,0.0
bj920018.BJ,920018.BJ,2026-06-02,1,1.0,0.0
bj920080.BJ,920080.BJ,2026-06-02,1,5.0,0.0
bj920252.BJ,920252.BJ,2026-06-02,1,0.4,0.0
bj920419.BJ,920419.BJ,2026-06-02,1,1.5,0.0
bj920870.BJ,920870.BJ,2026-06-02,1,1.0,0.0
sh600237.SH,600237.SH,2026-06-02,1,0.8,0.0
sh600346.SH,600346.SH,2026-06-02,1,2.9,0.0
sh600699.SH,600699.SH,2026-06-02,1,1.8,0.0
sh600761.SH,600761.SH,2026-06-02,1,5.0,0.0
sh601089.SH,601089.SH,2026-06-02,1,5.0,0.0
sh601137.SH,601137.SH,2026-06-02,1,0.41,0.0
sh603006.SH,603006.SH,2026-06-02,1,3.2,0.0
sh603048.SH,603048.SH,2026-06-02,1,2.8,0.0
sh603170.SH,603170.SH,2026-06-02,1,3.0,0.0
sh603219.SH,603219.SH,2026-06-02,1,0.5,0.0
sh603353.SH,603353.SH,2026-06-02,1,1.0,0.0
sh603390.SH,603390.SH,2026-06-02,1,0.6,0.0
sh603665.SH,603665.SH,2026-06-02,1,1.6,0.0
sh603787.SH,603787.SH,2026-06-02,1,1.0,0.0
sh603960.SH,603960.SH,2026-06-02,1,0.1,0.0
sh605016.SH,605016.SH,2026-06-02,1,1.65,0.0
sh605056.SH,605056.SH,2026-06-02,1,3.1,0.0
sh605128.SH,605128.SH,2026-06-02,1,2.8,0.0
sh605218.SH,605218.SH,2026-06-02,1,0.2,0.0
sh605258.SH,605258.SH,2026-06-02,1,5.0,0.0
sh605305.SH,605305.SH,2026-06-02,1,3.8,0.0
sh605377.SH,605377.SH,2026-06-02,1,2.1,0.0
sh605580.SH,605580.SH,2026-06-02,1,3.0,0.0
sh605598.SH,605598.SH,2026-06-02,1,0.81,0.0
sh688015.SH,688015.SH,2026-06-02,1,4.2,0.0
sh688281.SH,688281.SH,2026-06-02,1,1.6,0.0
sh688448.SH,688448.SH,2026-06-02,1,0.0,0.0
sh688513.SH,688513.SH,2026-06-02,1,4.9,0.0
sh688681.SH,688681.SH,2026-06-02,1,1.93,0.0
sh688768.SH,688768.SH,2026-06-02,1,3.0,0.0
sz001219.SZ,001219.SZ,2026-06-02,1,2.5,0.0
sz001223.SZ,001223.SZ,2026-06-02,1,2.15,0.0
sz001259.SZ,001259.SZ,2026-06-02,1,1.2,0.0
sz001314.SZ,001314.SZ,2026-06-02,1,1.8,0.0
sz002195.SZ,002195.SZ,2026-06-02,1,0.02,0.0
sz002515.SZ,002515.SZ,2026-06-02,1,0.1,0.0
sz002555.SZ,002555.SZ,2026-06-02,1,2.1,0.0
sz002888.SZ,002888.SZ,2026-06-02,1,1.35,0.0
sz002967.SZ,002967.SZ,2026-06-02,1,2.0,0.0
sz002999.SZ,002999.SZ,2026-06-02,1,0.7,0.0
sz003040.SZ,003040.SZ,2026-06-02,1,0.1,0.0
sz300285.SZ,300285.SZ,2026-06-02,1,1.0,0.0
sz300417.SZ,300417.SZ,2026-06-02,1,0.7,0.0
sz300438.SZ,300438.SZ,2026-06-02,1,0.6,0.0
sz300482.SZ,300482.SZ,2026-06-02,1,2.2,0.0
sz300607.SZ,300607.SZ,2026-06-02,1,0.32,0.0
sz300613.SZ,300613.SZ,2026-06-02,1,0.8,0.0
sz300645.SZ,300645.SZ,2026-06-02,1,0.2,0.0
sz300673.SZ,300673.SZ,2026-06-02,1,2.5,0.0
sz300702.SZ,300702.SZ,2026-06-02,1,0.5,0.0
sz300720.SZ,300720.SZ,2026-06-02,1,0.55,0.0
sz300774.SZ,300774.SZ,2026-06-02,1,0.25,0.0
sz300790.SZ,300790.SZ,2026-06-02,1,1.0,0.0
sz300876.SZ,300876.SZ,2026-06-02,1,0.0,0.0
sz300915.SZ,300915.SZ,2026-06-02,1,4.0,0.0
sz300917.SZ,300917.SZ,2026-06-02,1,3.0,0.0
sz300923.SZ,300923.SZ,2026-06-02,1,4.5,0.0
sz300946.SZ,300946.SZ,2026-06-02,1,1.2,0.0
sz301005.SZ,301005.SZ,2026-06-02,1,0.5,0.0
sz301018.SZ,301018.SZ,2026-06-02,1,2.5,0.0
sz301183.SZ,301183.SZ,2026-06-02,1,1.8,0.0
sz301308.SZ,301308.SZ,2026-06-02,1,9.91,0.0
sz301316.SZ,301316.SZ,2026-06-02,1,1.0,0.0
sz301353.SZ,301353.SZ,2026-06-02,1,5.0,0.0
sz301357.SZ,301357.SZ,2026-06-02,1,0.6,0.0
sz301376.SZ,301376.SZ,2026-06-02,1,2.0,0.0
sz301498.SZ,301498.SZ,2026-06-02,1,2.5,0.0
sz301509.SZ,301509.SZ,2026-06-02,1,9.0,0.0
sz301522.SZ,301522.SZ,2026-06-02,1,0.73,0.0
bj920020.BJ,920020.BJ,2026-06-03,1,2.4,0.0
bj920021.BJ,920021.BJ,2026-06-03,1,0.15,0.0
bj920260.BJ,920260.BJ,2026-06-03,1,2.0,0.0
bj920375.BJ,920375.BJ,2026-06-03,1,0.5,0.0
bj920526.BJ,920526.BJ,2026-06-03,1,1.0,0.0
bj920640.BJ,920640.BJ,2026-06-03,1,1.5,0.0
bj920679.BJ,920679.BJ,2026-06-03,1,2.8,0.0
sh600420.SH,600420.SH,2026-06-03,1,2.0,0.0
sh600456.SH,600456.SH,2026-06-03,1,3.0,0.0
sh600794.SH,600794.SH,2026-06-03,1,0.2,0.0
sh601127.SH,601127.SH,2026-06-03,1,8.0,0.0
sh601369.SH,601369.SH,2026-06-03,1,1.5,0.0
sh603010.SH,603010.SH,2026-06-03,1,0.1,0.0
sh603089.SH,603089.SH,2026-06-03,1,1.0,0.0
sh603124.SH,603124.SH,2026-06-03,1,4.6,0.0
sh603156.SH,603156.SH,2026-06-03,1,10.0,0.0
sh603206.SH,603206.SH,2026-06-03,1,0.6,0.0
sh603367.SH,603367.SH,2026-06-03,1,1.6,0.0
sh603370.SH,603370.SH,2026-06-03,1,2.85,0.0
sh603408.SH,603408.SH,2026-06-03,1,4.5,0.0
sh603600.SH,603600.SH,2026-06-03,1,3.0,0.0
sh603619.SH,603619.SH,2026-06-03,1,1.4,0.0
sh603788.SH,603788.SH,2026-06-03,1,8.0,0.0
sh603809.SH,603809.SH,2026-06-03,1,1.5,0.0
sh603866.SH,603866.SH,2026-06-03,1,2.0,0.0
sh603897.SH,603897.SH,2026-06-03,1,12.0,0.0
sh603916.SH,603916.SH,2026-06-03,1,1.2,0.0
sh603950.SH,603950.SH,2026-06-03,1,1.3,0.0
sh603987.SH,603987.SH,2026-06-03,1,1.7,0.0
sh605007.SH,605007.SH,2026-06-03,1,1.6,0.0
sh688105.SH,688105.SH,2026-06-03,1,5.0,0.0
sh688288.SH,688288.SH,2026-06-03,1,1.0,0.0
sh688305.SH,688305.SH,2026-06-03,1,2.1,0.0
sh688312.SH,688312.SH,2026-06-03,1,5.5,0.0
sh688393.SH,688393.SH,2026-06-03,1,1.0,0.0
sh688411.SH,688411.SH,2026-06-03,1,15.9,0.0
sh688479.SH,688479.SH,2026-06-03,1,2.6,0.0
sh688518.SH,688518.SH,2026-06-03,1,1.5,0.0
sh688687.SH,688687.SH,2026-06-03,1,2.5,0.0
sh688739.SH,688739.SH,2026-06-03,1,1.0,0.0
sz000032.SZ,000032.SZ,2026-06-03,1,0.25,0.0
sz000600.SZ,000600.SZ,2026-06-03,1,2.2,0.0
sz000795.SZ,000795.SZ,2026-06-03,1,1.25,0.0
sz000887.SZ,000887.SZ,2026-06-03,1,1.5,0.0
sz000893.SZ,000893.SZ,2026-06-03,1,1.1,0.0
sz000949.SZ,000949.SZ,2026-06-03,1,0.2,0.0
sz001221.SZ,001221.SZ,2026-06-03,1,1.7,0.0
sz001238.SZ,001238.SZ,2026-06-03,1,1.0,0.0
sz002045.SZ,002045.SZ,2026-06-03,1,0.15,0.0
sz002273.SZ,002273.SZ,2026-06-03,1,2.0,0.0
sz002342.SZ,002342.SZ,2026-06-03,1,0.06,0.0
sz002429.SZ,002429.SZ,2026-06-03,1,0.87,0.0
sz002432.SZ,002432.SZ,2026-06-03,1,16.5,0.0
sz002489.SZ,002489.SZ,2026-06-03,1,0.6,0.0
sz002508.SZ,002508.SZ,2026-06-03,1,5.0,0.0
sz002562.SZ,002562.SZ,2026-06-03,1,1.0,0.0
sz002609.SZ,002609.SZ,2026-06-03,1,0.85,0.0
sz002733.SZ,002733.SZ,2026-06-03,1,1.0,0.0
sz002780.SZ,002780.SZ,2026-06-03,1,0.5,0.0
sz003002.SZ,003002.SZ,2026-06-03,1,2.0,0.0
sz003007.SZ,003007.SZ,2026-06-03,1,0.3,0.0
sz003008.SZ,003008.SZ,2026-06-03,1,5.0,0.0
sz300088.SZ,300088.SZ,2026-06-03,1,0.5,0.0
sz300143.SZ,300143.SZ,2026-06-03,1,0.25,0.0
sz300348.SZ,300348.SZ,2026-06-03,1,0.07,0.0
sz300354.SZ,300354.SZ,2026-06-03,1,2.0,0.0
sz300360.SZ,300360.SZ,2026-06-03,1,3.0,0.0
sz300380.SZ,300380.SZ,2026-06-03,1,1.0,0.0
sz300631.SZ,300631.SZ,2026-06-03,1,2.5,0.0
sz300636.SZ,300636.SZ,2026-06-03,1,0.4,0.0
sz300660.SZ,300660.SZ,2026-06-03,1,2.0,0.0
sz300678.SZ,300678.SZ,2026-06-03,1,0.6,0.0
sz300733.SZ,300733.SZ,2026-06-03,1,0.0,0.0
sz300823.SZ,300823.SZ,2026-06-03,1,2.46,0.0
sz300837.SZ,300837.SZ,2026-06-03,1,3.0,0.0
sz300930.SZ,300930.SZ,2026-06-03,1,1.0,0.0
sz300942.SZ,300942.SZ,2026-06-03,1,0.25,0.0
sz301017.SZ,301017.SZ,2026-06-03,1,0.45,0.0
sz301036.SZ,301036.SZ,2026-06-03,1,3.0,0.0
sz301079.SZ,301079.SZ,2026-06-03,1,0.2,0.0
sz301210.SZ,301210.SZ,2026-06-03,1,1.5,0.0
sz301227.SZ,301227.SZ,2026-06-03,1,0.0,0.0
sz301312.SZ,301312.SZ,2026-06-03,1,3.0,0.0
sz301421.SZ,301421.SZ,2026-06-03,1,1.0,0.0
sz301611.SZ,301611.SZ,2026-06-03,1,1.0,0.0
sz301613.SZ,301613.SZ,2026-06-03,1,7.0,0.0
sz301633.SZ,301633.SZ,2026-06-03,1,5.0,0.0
sz301662.SZ,301662.SZ,2026-06-03,1,6.0,0.0
sz301696.SZ,301696.SZ,2026-06-03,1,5.0,0.0
bj920015.BJ,920015.BJ,2026-06-04,1,4.3,0.0
bj920027.BJ,920027.BJ,2026-06-04,1,1.5,0.0
bj920185.BJ,920185.BJ,2026-06-04,1,3.0,0.0
bj920509.BJ,920509.BJ,2026-06-04,1,3.0,0.0
bj920564.BJ,920564.BJ,2026-06-04,1,0.4,0.0
bj920765.BJ,920765.BJ,2026-06-04,1,1.2,0.0
bj920799.BJ,920799.BJ,2026-06-04,1,1.5,0.0
bj920892.BJ,920892.BJ,2026-06-04,1,6.0,0.0
sh600038.SH,600038.SH,2026-06-04,1,2.39,0.0
sh600367.SH,600367.SH,2026-06-04,1,0.1,0.0
sh600449.SH,600449.SH,2026-06-04,1,1.6,0.0
sh600469.SH,600469.SH,2026-06-04,1,1.0,0.0
sh600480.SH,600480.SH,2026-06-04,1,3.0,0.0
sh600681.SH,600681.SH,2026-06-04,1,0.6,0.0
sh601566.SH,601566.SH,2026-06-04,1,5.0,0.0
sh601579.SH,601579.SH,2026-06-04,1,3.0,0.0
sh603012.SH,603012.SH,2026-06-04,1,1.0,0.0
sh603032.SH,603032.SH,2026-06-04,1,0.43,0.0
sh603055.SH,603055.SH,2026-06-04,1,1.8,0.0
sh603070.SH,603070.SH,2026-06-04,1,0.8,0.0
sh603194.SH,603194.SH,2026-06-04,1,4.0,0.0
sh603195.SH,603195.SH,2026-06-04,1,19.0,0.0
sh603270.SH,603270.SH,2026-06-04,1,1.2,0.0
sh603289.SH,603289.SH,2026-06-04,1,1.5,0.0
sh603291.SH,603291.SH,2026-06-04,1,2.0,0.0
sh603312.SH,603312.SH,2026-06-04,1,4.0,0.0
sh603341.SH,603341.SH,2026-06-04,1,5.0,0.0
sh603369.SH,603369.SH,2026-06-04,1,12.0,0.0
sh603379.SH,603379.SH,2026-06-04,1,12.0,0.0
sh603418.SH,603418.SH,2026-06-04,1,8.3,0.0
sh603466.SH,603466.SH,2026-06-04,1,0.2,0.0
sh603501.SH,603501.SH,2026-06-04,1,1.0,0.0
sh603520.SH,603520.SH,2026-06-04,1,2.5,0.0
sh603719.SH,603719.SH,2026-06-04,1,2.49,0.0
sh603868.SH,603868.SH,2026-06-04,1,5.0,0.0
sh603919.SH,603919.SH,2026-06-04,1,3.0,0.0
sh603948.SH,603948.SH,2026-06-04,1,10.0,0.0
sh605088.SH,605088.SH,2026-06-04,1,6.0,0.0
sh605098.SH,605098.SH,2026-06-04,1,10.0,0.0
sh605208.SH,605208.SH,2026-06-04,1,0.6,0.0
sh688072.SH,688072.SH,2026-06-04,1,3.3,0.0
sh688083.SH,688083.SH,2026-06-04,1,3.5,0.0
sh688338.SH,688338.SH,2026-06-04,1,2.6,0.0
sh688360.SH,688360.SH,2026-06-04,1,1.1,0.0
sh688625.SH,688625.SH,2026-06-04,1,0.0,0.0
sh688690.SH,688690.SH,2026-06-04,1,1.02,0.0
sz000528.SZ,000528.SZ,2026-06-04,1,3.25,0.0
sz001211.SZ,001211.SZ,2026-06-04,1,0.0,0.0
sz001266.SZ,001266.SZ,2026-06-04,1,3.0,0.0
sz001279.SZ,001279.SZ,2026-06-04,1,1.25,0.0
sz001379.SZ,001379.SZ,2026-06-04,1,1.0,0.0
sz001396.SZ,001396.SZ,2026-06-04,1,1.88,0.0
sz002135.SZ,002135.SZ,2026-06-04,1,0.1,0.0
sz002237.SZ,002237.SZ,2026-06-04,1,1.34,0.0
sz002264.SZ,002264.SZ,2026-06-04,1,1.0,0.0
sz002275.SZ,002275.SZ,2026-06-04,1,3.0,0.0
sz002381.SZ,002381.SZ,2026-06-04,1,1.0,0.0
sz002483.SZ,002483.SZ,2026-06-04,1,1.5,0.0
sz002623.SZ,002623.SZ,2026-06-04,1,4.0,0.0
sz002624.SZ,002624.SZ,2026-06-04,1,3.3,0.0
sz002661.SZ,002661.SZ,2026-06-04,1,1.5,0.0
sz002724.SZ,002724.SZ,2026-06-04,1,1.0,0.0
sz002824.SZ,002824.SZ,2026-06-04,1,1.7,0.0
sz002830.SZ,002830.SZ,2026-06-04,1,2.0,0.0
sz002831.SZ,002831.SZ,2026-06-04,1,8.04,0.0
sz002887.SZ,002887.SZ,2026-06-04,1,3.0,0.0
sz002907.SZ,002907.SZ,2026-06-04,1,0.4,0.0
sz002991.SZ,002991.SZ,2026-06-04,1,10.13,0.0
sz002996.SZ,002996.SZ,2026-06-04,1,1.1,0.0
sz003000.SZ,003000.SZ,2026-06-04,1,3.0,0.0
sz003030.SZ,003030.SZ,2026-06-04,1,1.5,0.0
sz300124.SZ,300124.SZ,2026-06-04,1,5.0,0.0
sz300140.SZ,300140.SZ,2026-06-04,1,0.6,0.0
sz300207.SZ,300207.SZ,2026-06-04,1,0.9,0.0
sz300284.SZ,300284.SZ,2026-06-04,1,0.75,0.0
sz300320.SZ,300320.SZ,2026-06-04,1,0.3,0.0
sz300378.SZ,300378.SZ,2026-06-04,1,1.25,0.0
sz300409.SZ,300409.SZ,2026-06-04,1,2.5,0.0
sz300432.SZ,300432.SZ,2026-06-04,1,1.0,0.0
sz300499.SZ,300499.SZ,2026-06-04,1,0.66,0.0
sz300515.SZ,300515.SZ,2026-06-04,1,4.0,0.0
sz300604.SZ,300604.SZ,2026-06-04,1,1.0,0.0
sz300611.SZ,300611.SZ,2026-06-04,1,1.5,0.0
sz300618.SZ,300618.SZ,2026-06-04,1,1.7,0.0
sz300707.SZ,300707.SZ,2026-06-04,1,0.6,0.0
sz300783.SZ,300783.SZ,2026-06-04,1,1.17,0.0
sz300812.SZ,300812.SZ,2026-06-04,1,0.5,0.0
sz300820.SZ,300820.SZ,2026-06-04,1,4.0,0.0
sz300892.SZ,300892.SZ,2026-06-04,1,1.0,0.0
sz301031.SZ,301031.SZ,2026-06-04,1,4.5,0.0
sz301058.SZ,301058.SZ,2026-06-04,1,1.5,0.0
sz301168.SZ,301168.SZ,2026-06-04,1,0.22,0.0
sz301219.SZ,301219.SZ,2026-06-04,1,10.0,0.0
sz301220.SZ,301220.SZ,2026-06-04,1,1.5,0.0
